document,text,font_size,page,x0,y0,x1,y1,label
file02.pdf,Qualifications Board,9.96,9,430.75,61.67,522.84,72.77,
file02.pdf,International,9.96,9,447.91,38.63,505.68,49.73,
file02.pdf,Overview,12.0,9,74.42,41.58,127.79,54.96,
file02.pdf,Software Testing,9.96,9,437.95,50.15,515.69,61.25,
file02.pdf,Foundation Level Extension –  Agile Tester,9.96,9,74.42,56.95,265.07,70.24,
file02.pdf,2.6 Keeping It Current,14.04,9,70.94,133.95,215.52,149.61,
file02.pdf,The software industry changes rapidly. To deal with these changes and to provide the stakeholders with,9.96,9,70.94,157.45,543.96,168.55,
file02.pdf,"access to relevant and current information, the ISTQB working groups have created links on the",9.96,9,70.94,168.97,543.8,180.08,
file02.pdf,"www.istqb.org web site which refer to supporting documents, changes to standards and new occurrences",9.96,9,70.94,180.49,543.49,191.6,
file02.pdf,in the industry. This information is not examinable under this syllabus.,9.96,9,70.94,192.02,384.44,203.12,
file02.pdf,Version 2014,9.96,9,76.58,718.7,136.51,730.1,
file02.pdf,Page 9 of 12,9.96,9,270.16,718.7,328.36,730.1,
file02.pdf,"May 31, 2014",9.96,9,471.58,718.7,533.13,730.1,
file02.pdf,© International Software Testing Qualifications Board,6.0,9,76.58,736.89,219.29,743.58,
file02.pdf,Qualifications Board,9.96,10,430.75,61.67,522.84,72.77,
file02.pdf,International,9.96,10,447.91,38.63,505.68,49.73,
file02.pdf,Overview,12.0,10,74.42,41.58,127.79,54.96,
file02.pdf,Software Testing,9.96,10,437.95,50.15,515.69,61.25,
file02.pdf,Foundation Level Extension –  Agile Tester,9.96,10,74.42,56.95,265.07,70.24,
file02.pdf,3. Overview of the Foundation Level Extension –  Agile Tester,15.96,10,70.94,117.49,541.04,138.78,
file02.pdf,Syllabus,15.96,10,106.93,138.34,176.97,156.13,
file02.pdf,3.1 Business Outcomes,14.04,10,70.94,187.95,226.28,203.61,
file02.pdf,This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level,9.96,10,70.94,211.45,543.52,222.55,
file02.pdf,Extension –  Agile Tester certification.,9.96,10,70.94,221.5,238.64,234.78,
file02.pdf,An Agile Tester can…,9.96,10,70.93,244.44,170.65,257.73,
file02.pdf,AFM1,9.96,10,107.78,268.96,137.09,280.06,
file02.pdf,Collaborate in a cross-functional Agile team being familiar with principles and basic,9.96,10,145.34,268.96,514.0,280.06,
file02.pdf,practices of Agile software development.,9.96,10,145.34,280.48,327.55,291.58,
file02.pdf,AFM2,9.96,10,107.78,303.52,137.09,314.62,
file02.pdf,Adapt existing testing experience and knowledge to Agile values and principles.,9.96,10,145.34,303.52,500.04,314.62,
file02.pdf,AFM3,9.96,10,107.78,328.48,137.09,339.58,
file02.pdf,Support the Agile team in planning test-related activities.,9.96,10,145.34,328.48,397.77,339.58,
file02.pdf,AFM4,9.96,10,107.78,353.56,137.09,364.66,
file02.pdf,Apply relevant methods and techniques for testing in an Agile project.,9.96,10,145.34,353.56,455.01,364.66,
file02.pdf,AFM5,9.96,10,107.78,378.64,137.09,389.74,
file02.pdf,Assist the Agile team in test automation activities.,9.96,10,145.34,378.64,367.29,389.74,
file02.pdf,AFM6,9.96,10,107.78,403.74,137.09,414.84,
file02.pdf,"Assist business stakeholders in defining understandable and testable user stories,",9.96,10,145.34,403.74,510.95,414.84,
file02.pdf,"scenarios, requirements and acceptance criteria as appropriate.",9.96,10,145.34,415.14,430.41,426.24,
file02.pdf,AFM7,9.96,10,107.78,438.18,137.09,449.28,
file02.pdf,Work and share information with other team members using effective communication,9.96,10,145.34,438.18,522.93,449.28,
file02.pdf,styles and channels.,9.96,10,145.34,449.7,238.5,460.8,
file02.pdf,"In general, a Certified Tester Foundation Level –  Agile Tester is expected to have acquired the necessary",9.96,10,70.94,483.38,539.54,496.67,
file02.pdf,skills to working effectively within an Agile team and environment.,9.96,10,70.94,496.38,363.33,507.49,
file02.pdf,3.2 Content,14.04,10,70.94,533.0,150.99,548.66,
file02.pdf,Chapter 1: Agile Software Development,9.96,10,70.94,556.53,249.17,567.63,
file02.pdf,,9.96,10,88.94,567.29,96.01,580.58,
file02.pdf,The tester should remember the basic concept of Agile software development based on the Agile,9.96,10,106.34,568.77,543.83,579.87,
file02.pdf,Manifesto.,9.96,10,106.94,580.17,155.8,591.28,
file02.pdf,,9.96,10,88.94,590.94,96.01,604.22,
file02.pdf,The tester should understand the advantages of the whole-team approach and the benefits of,9.96,10,106.34,592.41,543.88,603.52,
file02.pdf,early and frequent feedback.,9.96,10,106.94,603.82,236.59,614.92,
file02.pdf,,9.96,10,88.94,614.58,96.01,627.87,
file02.pdf,The tester should recall Agile software development approaches.,9.96,10,106.34,616.06,396.45,627.16,
file02.pdf,,9.96,10,88.94,626.82,96.01,640.11,
file02.pdf,The tester should be able to write testable user stories in collaboration with developers and,9.96,10,106.34,628.3,543.74,639.4,
file02.pdf,business representatives.,9.96,10,106.94,639.7,223.15,650.81,
file02.pdf,,9.96,10,88.94,650.47,96.01,663.76,
file02.pdf,The tester should understand how retrospectives can be used as a mechanism for process,9.96,10,106.34,651.94,543.62,663.05,
file02.pdf,improvement in Agile projects.,9.96,10,106.94,663.35,243.79,674.45,
file02.pdf,,9.96,10,88.94,674.11,96.01,687.4,
file02.pdf,The tester should understand the use and purpose of continuous integration.,9.96,10,106.34,675.59,447.57,686.69,
file02.pdf,,9.96,10,88.94,686.35,96.01,699.64,
file02.pdf,"The tester should know the differences between iteration and release planning, and how a tester",9.96,10,106.34,687.83,543.89,698.93,
file02.pdf,adds value in each of these activities.,9.96,10,106.94,699.23,275.47,710.34,
file02.pdf,Version 2014,9.96,10,76.58,718.71,136.51,730.11,
file02.pdf,Page 10 of 12,9.96,10,267.64,718.71,331.12,730.11,
file02.pdf,"May 31, 2014",9.96,10,471.58,718.71,533.13,730.11,
file02.pdf,© International Software Testing Qualifications Board,6.0,10,76.58,736.89,219.29,743.58,
file02.pdf,International,9.96,11,447.91,38.63,505.68,49.73,
file02.pdf,Overview,12.0,11,74.42,41.58,127.79,54.96,
file02.pdf,Software Testing,9.96,11,437.95,50.15,515.69,61.25,
file02.pdf,Foundation Level Extension –  Agile Tester,9.96,11,74.42,56.95,265.07,70.24,
file02.pdf,Qualifications,9.96,11,430.75,61.67,493.4,72.77,
file02.pdf,Board,9.96,11,493.55,61.67,522.84,72.77,
file02.pdf,"Chapter 2: Fundamental Agile Testing Principles, Practices, and Processes",9.96,11,70.94,108.85,406.35,119.95,
file02.pdf,,9.96,11,88.94,119.61,96.01,132.9,
file02.pdf,The tester should be able to describe the differences between testing activities in Agile projects,9.96,11,106.34,121.09,543.64,132.19,
file02.pdf,and non-Agile projects.,9.96,11,106.94,132.61,211.98,143.72,
file02.pdf,,9.96,11,88.94,143.26,96.01,156.54,
file02.pdf,The tester should be able to describe how development and testing activities are integrated in,9.96,11,106.34,144.73,543.49,155.84,
file02.pdf,Agile projects.,9.96,11,106.94,156.26,172.48,167.36,
file02.pdf,,9.96,11,88.94,167.02,96.01,180.31,
file02.pdf,The tester should be able to describe the role of independent testing in Agile projects.,9.96,11,106.34,168.5,487.2,179.6,
file02.pdf,,9.96,11,88.94,179.14,96.01,192.43,
file02.pdf,The tester should be able to describe the tools and techniques used to communicate the status of,9.96,11,106.34,180.62,543.45,191.72,
file02.pdf,"testing in an Agile project, including test progress and product quality.",9.96,11,106.94,192.14,417.09,203.25,
file02.pdf,,9.96,11,88.94,202.79,96.01,216.08,
file02.pdf,The tester should be able to describe the process of evolving tests across multiple iterations and,9.96,11,106.34,204.26,543.8,215.37,
file02.pdf,explain why test automation is important to manage regression risk in Agile projects.,9.96,11,106.94,215.79,481.1,226.89,
file02.pdf,,9.96,11,88.94,226.58,96.01,239.87,
file02.pdf,"The tester should understand the skills (people, domain, and testing) of a tester in an Agile team.",9.96,11,106.34,228.06,537.12,239.16,
file02.pdf,,9.96,11,88.94,238.7,96.01,251.99,
file02.pdf,The tester should be able to understand the role of a tester within an Agile team.,9.96,11,106.34,240.18,464.37,251.28,
file02.pdf,"Chapter 3: Agile Testing Methods, Techniques, and Tools",9.96,11,70.94,263.1,328.55,274.2,
file02.pdf,,9.96,11,88.94,273.86,96.01,287.15,
file02.pdf,"The tester should be able to recall the concepts of test-driven development, acceptance test-",9.96,11,106.34,275.34,541.26,286.44,
file02.pdf,"driven development, and behavior-driven development.",9.96,11,106.94,286.86,353.73,297.97,
file02.pdf,,9.96,11,88.94,297.63,96.01,310.91,
file02.pdf,The tester should be able to recall the concepts of the test pyramid.,9.96,11,106.34,299.1,407.01,310.21,
file02.pdf,,9.96,11,88.94,309.75,96.01,323.04,
file02.pdf,The tester should be able to summarize the testing quadrants and their relationships with testing,9.96,11,106.34,311.22,543.59,322.33,
file02.pdf,levels and testing types.,9.96,11,106.94,322.63,216.43,333.73,
file02.pdf,,9.96,11,88.94,333.39,96.01,346.68,
file02.pdf,"For a given Agile project, the tester should be able to work as a tester in a Scrum team.",9.96,11,106.34,334.87,494.76,345.97,
file02.pdf,,9.96,11,88.94,345.64,96.01,358.92,
file02.pdf,The tester should be able to assess quality risks within an Agile project.,9.96,11,106.34,347.11,424.89,358.21,
file02.pdf,,9.96,11,88.94,357.76,96.01,371.04,
file02.pdf,The tester should be able to estimate testing effort based on iteration content and quality risks.,9.96,11,106.34,359.23,529.44,370.34,
file02.pdf,,9.96,11,88.94,370.0,96.01,383.28,
file02.pdf,The tester should be able to interpret relevant information to support testing activities.,9.96,11,106.34,371.47,486.6,382.58,
file02.pdf,,9.96,11,88.94,382.12,96.01,395.41,
file02.pdf,The tester should be able to explain to business stakeholders how to define testable acceptance,9.96,11,106.34,383.59,543.42,394.7,
file02.pdf,criteria.,9.96,11,106.94,395.02,142.48,406.12,
file02.pdf,,9.96,11,88.94,405.78,96.01,419.07,
file02.pdf,"Given a user story, the tester should be able to write acceptance test-driven development test",9.96,11,106.34,407.26,543.95,418.36,
file02.pdf,cases.,9.96,11,106.94,418.78,138.64,429.89,
file02.pdf,,9.96,11,88.94,429.55,96.01,442.84,
file02.pdf,"For both functional and non-functional behavior, the tester should be able to write test cases using",9.96,11,106.34,431.02,543.83,442.13,
file02.pdf,black box test design techniques based on given user stories.,9.96,11,106.94,442.43,382.17,453.53,
file02.pdf,,9.96,11,88.94,453.19,96.01,466.48,
file02.pdf,The tester should be able to perform exploratory testing to support the testing of an Agile project.,9.96,11,106.34,454.67,536.64,465.77,
file02.pdf,,9.96,11,88.94,465.31,96.01,478.6,
file02.pdf,The tester should be able to recall different tools available to testers according to their purpose,9.96,11,106.34,466.79,543.46,477.89,
file02.pdf,and to activities in Agile projects.,9.96,11,106.94,478.31,254.95,489.42,
file02.pdf,Version 2014,9.96,11,76.58,718.75,136.51,730.14,
file02.pdf,Page 11 of 12,9.96,11,267.64,718.75,331.12,730.14,
file02.pdf,"May 31, 2014",9.96,11,471.58,718.75,533.13,730.14,
file02.pdf,© International Software Testing Qualifications Board,6.0,11,76.58,736.89,219.29,743.58,
file02.pdf,Qualifications Board,9.96,12,430.75,61.67,522.84,72.77,
file02.pdf,International,9.96,12,447.91,38.63,505.68,49.73,
file02.pdf,Overview,12.0,12,74.42,41.58,127.79,54.96,
file02.pdf,Software Testing,9.96,12,437.95,50.15,515.69,61.25,
file02.pdf,Foundation Level Extension –  Agile Tester,9.96,12,74.42,56.95,265.07,70.24,
file02.pdf,4. References,15.96,12,70.94,122.98,184.21,140.77,
file02.pdf,4.1 Trademarks,14.04,12,70.94,171.39,176.55,187.05,
file02.pdf,The following registered trademarks and service marks are used in this document:,9.96,12,70.94,194.89,436.23,205.99,
file02.pdf,ISTQB ® is a registered trademark of the International Software Testing Qualifications Board,8.8,12,70.94,219.04,477.04,232.03,
file02.pdf,4.2 Documents and Web Sites,14.04,12,70.94,257.46,267.76,273.12,
file02.pdf,Identifier,9.96,12,76.34,280.84,121.25,291.94,
file02.pdf,Reference,9.96,12,193.34,280.84,244.37,291.94,
file02.pdf,[ISTQB-Web],9.96,12,76.34,295.48,138.5,306.58,
file02.pdf,Web site of the International Software Testing Qualifications Board. Refer,9.96,12,193.34,295.48,520.48,306.58,
file02.pdf,to this website for the latest ISTQB Glossary and Syllabi. (www.istqb.org),9.96,12,193.34,307.0,518.95,318.1,
file02.pdf,Version 2014,9.96,12,76.58,718.69,136.52,730.08,
file02.pdf,Page 12 of 12,9.96,12,267.65,718.69,331.12,730.08,
file02.pdf,"May 31, 2014",9.96,12,471.58,718.69,533.13,730.08,
file02.pdf,© International Software Testing Qualifications Board,6.0,12,76.58,736.89,219.29,743.58,
